rse,site,tier,storage_tech,protocol_primary,endpoint_url,capture_method,tracer_status,last_probe_at,last_probe_result,probe_did,notes,contact
T2_PK_NCP,T2_PK_NCP,2,XRootD,root,root://pcncp22.ncp.edu.pk:1094/,ofs.notify,not_started,,,,,"zafar,fsaeed"
T2_PK_NCP_Temp,T2_PK_NCP,2,XRootD,root,root://pcncp22.ncp.edu.pk:1094/,ofs.notify,not_started,,,,,"zafar,fsaeed"
T2_PK_NCP_Test,T2_PK_NCP,2,XRootD,root,root://pcncp22.ncp.edu.pk:1094/,ofs.notify,not_started,,,,,"zafar,fsaeed"
T2_PL_Cyfronet,T2_PL_Cyfronet,2,EOS,root,root://eos01.grid.cyfronet.pl:1094/,ofs.notify,not_started,,,,,"palason,lgrzanka"
T2_PL_Warsaw,T2_PL_Warsaw,2,unknown,,,unknown,not_started,,,,,"nawrocki,akalinow,kniedzie"
T2_PT_NCG_Lisbon,T2_PT_NCG_Lisbon,2,XRootD,root,root://xroot01.ncg.ingrid.pt:1094/,ofs.notify,not_started,,,,,"cbeiraod,dchasque,vischia"
T2_PT_NCG_Lisbon_Temp,T2_PT_NCG_Lisbon,2,XRootD,root,root://xroot01.ncg.ingrid.pt:1094/,ofs.notify,not_started,,,,,"cbeiraod,dchasque,vischia"
T2_PT_NCG_Lisbon_Test,T2_PT_NCG_Lisbon,2,XRootD,root,root://xroot01.ncg.ingrid.pt:1094/,ofs.notify,not_started,,,,,"cbeiraod,dchasque,vischia"
T2_RC_MOCK,T2_RC_MOCK,2,unknown,,,unknown,not_started,,,,,
T2_RU_IHEP,T2_RU_IHEP,2,dCache,root,root://dp0015.m45.ihep.su:1094/,dcache.kafka,not_started,,,,,"shmatov,kodolova"
T2_RU_IHEP_Temp,T2_RU_IHEP,2,dCache,root,root://dp0015.m45.ihep.su:1094/,dcache.kafka,not_started,,,,,"shmatov,kodolova"
T2_RU_IHEP_Test,T2_RU_IHEP,2,dCache,root,root://dp0015.m45.ihep.su:1094/,dcache.kafka,not_started,,,,,"shmatov,kodolova"
T2_RU_INR,T2_RU_INR,2,unknown,,,unknown,not_started,,,,,"shmatov,kodolova,sli"
T2_RU_INR_Temp,T2_RU_INR,2,XRootD,root,root://grse001.inr.troitsk.ru:1094/,ofs.notify,not_started,,,,,"shmatov,kodolova,sli"
T2_RU_INR_Test,T2_RU_INR,2,XRootD,root,root://grse001.inr.troitsk.ru:1094/,ofs.notify,not_started,,,,,"shmatov,kodolova,sli"
T2_RU_ITEP,T2_RU_ITEP,2,dCache,root,root://se3.itep.ru:1094/,dcache.kafka,not_started,,,,,"astepenn,shmatov,kodolova,safronov"
T2_RU_ITEP_Temp,T2_RU_ITEP,2,dCache,root,root://se3.itep.ru:1094/,dcache.kafka,not_started,,,,,"astepenn,shmatov,kodolova,safronov"
T2_RU_ITEP_Test,T2_RU_ITEP,2,dCache,root,root://se3.itep.ru:1094/,dcache.kafka,not_started,,,,,"astepenn,shmatov,kodolova,safronov"
T2_RU_JINR,T2_RU_JINR,2,dCache,root,root://lcgsedr01.jinr.ru:1094/,dcache.kafka,not_started,,,,,"shmatov,nvoytish,kodolova,vmitsyn"
T2_RU_JINR_Temp,T2_RU_JINR,2,dCache,root,root://lcgsedr01.jinr.ru:1094/,dcache.kafka,not_started,,,,,"shmatov,nvoytish,kodolova,vmitsyn"
T2_RU_JINR_Test,T2_RU_JINR,2,dCache,root,root://lcgsedr01.jinr.ru:1094/,dcache.kafka,not_started,,,,,"shmatov,nvoytish,kodolova,vmitsyn"
T2_TR_METU,T2_TR_METU,2,XRootD,root,root://eymir.grid.metu.edu.tr:1094/,ofs.notify,not_started,,,,,"sebilmis,feeryol"
T2_TR_METU_Temp,T2_TR_METU,2,XRootD,root,root://eymir.grid.metu.edu.tr:1094/,ofs.notify,not_started,,,,,"sebilmis,feeryol"
T2_TR_METU_Test,T2_TR_METU,2,XRootD,root,root://eymir.grid.metu.edu.tr:1094/,ofs.notify,not_started,,,,,"sebilmis,feeryol"
T2_TW_NCHC,T2_TW_NCHC,2,XRootD,root,root://se01.grid.nchc.org.tw:1094/,ofs.notify,not_started,,,,,"kfjack,yuanchao,chunyu"
T2_TW_NCHC_Temp,T2_TW_NCHC,2,XRootD,root,root://se01.grid.nchc.org.tw:1094/,ofs.notify,not_started,,,,,"kfjack,yuanchao,chunyu"
T2_TW_NCHC_Test,T2_TW_NCHC,2,XRootD,root,root://se01.grid.nchc.org.tw:1094/,ofs.notify,not_started,,,,,"kfjack,yuanchao,chunyu"
T2_UA_KIPT,T2_UA_KIPT,2,XRootD,root,root://cms-se0.kipt.kharkov.ua:1094/,ofs.notify,not_started,,,,,"levchuk,aleks,okurov"
T2_UA_KIPT_Temp,T2_UA_KIPT,2,XRootD,root,root://cms-se0.kipt.kharkov.ua:1094/,ofs.notify,not_started,,,,,"levchuk,aleks,okurov"
T2_UA_KIPT_Test,T2_UA_KIPT,2,XRootD,root,root://cms-se0.kipt.kharkov.ua:1094/,ofs.notify,not_started,,,,,"levchuk,aleks,okurov"
T2_UK_London_Brunel,T2_UK_London_Brunel,2,XRootD,root,root://xrootdgw.brunel.ac.uk:1094/,ofs.notify,not_started,,,,,"rlopes,dbauer"
T2_UK_London_Brunel_Temp,T2_UK_London_Brunel,2,XRootD,root,root://xrootdgw.brunel.ac.uk:1094/,ofs.notify,not_started,,,,,"rlopes,dbauer"
T2_UK_London_Brunel_Test,T2_UK_London_Brunel,2,XRootD,root,root://xrootdgw.brunel.ac.uk:1094/,ofs.notify,not_started,,,,,"rlopes,dbauer"
T2_UK_London_IC,T2_UK_London_IC,2,dCache,root,root://gfe02.grid.hep.ph.ic.ac.uk:1094/,dcache.kafka,not_started,,,,,"sfayer,dbauer"
T2_UK_London_IC_Temp,T2_UK_London_IC,2,dCache,root,root://gfe02.grid.hep.ph.ic.ac.uk:1094/,dcache.kafka,not_started,,,,,"sfayer,dbauer"
T2_UK_London_IC_Test,T2_UK_London_IC,2,dCache,root,root://gfe02.grid.hep.ph.ic.ac.uk:1094/,dcache.kafka,not_started,,,,,"sfayer,dbauer"
T2_UK_SGrid_RALPP,T2_UK_SGrid_RALPP,2,dCache,root,root://mover.pp.rl.ac.uk:1094/,dcache.kafka,not_started,,,,,"brew,olaiya,dbauer"
T2_UK_SGrid_RALPP_Temp,T2_UK_SGrid_RALPP,2,dCache,root,root://mover.pp.rl.ac.uk:1094/,dcache.kafka,not_started,,,,,"brew,olaiya,dbauer"
T2_UK_SGrid_RALPP_Test,T2_UK_SGrid_RALPP,2,dCache,root,root://mover.pp.rl.ac.uk:1094/,dcache.kafka,not_started,,,,,"brew,olaiya,dbauer"
T2_US_Caltech,T2_US_Caltech,2,XRootD,root,root://k8s-redir.ultralight.org:1094/,ofs.notify,not_started,,,,,"amoyaign,ddavila,nlu,sixie,jbalcas"
T2_US_Caltech_Temp,T2_US_Caltech,2,XRootD,root,root://k8s-redir.ultralight.org:1094/,ofs.notify,not_started,,,,,"amoyaign,ddavila,nlu,sixie,jbalcas"
T2_US_Caltech_Test,T2_US_Caltech,2,XRootD,root,root://k8s-redir.ultralight.org:1094/,ofs.notify,not_started,,,,,"amoyaign,ddavila,nlu,sixie,jbalcas"
T2_US_Florida,T2_US_Florida,2,XRootD,root,root://cmsio2.rc.ufl.edu:1094/,ofs.notify,not_started,,,,,"bockjoo,bourilko,phchang"
T2_US_Florida_Temp,T2_US_Florida,2,XRootD,root,root://cmsio2.rc.ufl.edu:1094/,ofs.notify,not_started,,,,,"bockjoo,bourilko,phchang"
T2_US_Florida_Test,T2_US_Florida,2,XRootD,root,root://cmsio2.rc.ufl.edu:1094/,ofs.notify,not_started,,,,,"bockjoo,bourilko,phchang"
T2_US_MIT,T2_US_MIT,2,XRootD,root,root://t2dsk0011.cmsaf.mit.edu:1094/,ofs.notify,not_started,,,,,"maxi,bmaier,wangz,dmytro,ceballos,mipeters"
T2_US_MIT_Tape,T2_US_MIT,2,XRootD,root,root://dtn20.nese.mghpcc.org:1094/,ofs.notify,not_started,,,,,"maxi,bmaier,wangz,dmytro,ceballos,mipeters"
T2_US_MIT_Tape_Test,T2_US_MIT,2,XRootD,root,root://dtn20.nese.mghpcc.org:1094/,ofs.notify,not_started,,,,,"maxi,bmaier,wangz,dmytro,ceballos,mipeters"
T2_US_MIT_Temp,T2_US_MIT,2,XRootD,root,root://t2dsk0011.cmsaf.mit.edu:1094/,ofs.notify,not_started,,,,,"maxi,bmaier,wangz,dmytro,ceballos,mipeters"
T2_US_MIT_Test,T2_US_MIT,2,XRootD,root,root://t2dsk0011.cmsaf.mit.edu:1094/,ofs.notify,not_started,,,,,"maxi,bmaier,wangz,dmytro,ceballos,mipeters"
T2_US_Nebraska,T2_US_Nebraska,2,XRootD,root,root://xrootd-local.unl.edu:1094/,ofs.notify,not_started,,,,,"bloom,bbockelm,attebury,jthiltge,clundst"
T2_US_Nebraska_Temp,T2_US_Nebraska,2,XRootD,root,root://xrootd-local.unl.edu:1094/,ofs.notify,not_started,,,,,"bloom,bbockelm,attebury,jthiltge,clundst"
T2_US_Nebraska_Test,T2_US_Nebraska,2,XRootD,root,root://xrootd-local.unl.edu:1094/,ofs.notify,not_started,,,,,"bloom,bbockelm,attebury,jthiltge,clundst"
T2_US_Purdue,T2_US_Purdue,2,EOS,root,root://eos.cms.rcac.purdue.edu:1094/,ofs.notify,not_started,,,,,"dkondrat,piperov"
T2_US_Purdue_Temp,T2_US_Purdue,2,EOS,root,root://eos.cms.rcac.purdue.edu:1094/,ofs.notify,not_started,,,,,"dkondrat,piperov"
T2_US_Purdue_Test,T2_US_Purdue,2,EOS,root,root://eos.cms.rcac.purdue.edu:1094/,ofs.notify,not_started,,,,,"dkondrat,piperov"
T2_US_UCSD,T2_US_UCSD,2,XRootD,root,root://redirector.t2.ucsd.edu:1095/,ofs.notify,not_started,,,,,"ddavila,fkw,smay,jletts"
T2_US_UCSD_Temp,T2_US_UCSD,2,XRootD,root,root://redirector.t2.ucsd.edu:1095/,ofs.notify,not_started,,,,,"ddavila,fkw,smay,jletts"
T2_US_UCSD_Test,T2_US_UCSD,2,XRootD,root,root://redirector.t2.ucsd.edu:1095/,ofs.notify,not_started,,,,,"ddavila,fkw,smay,jletts"
T2_US_Vanderbilt,T2_US_Vanderbilt,2,XRootD,root,root://xrootd-vanderbilt.sites.opensciencegrid.org:1094/,ofs.notify,not_started,,,,,"meloam,ddavila,tuos"
T2_US_Vanderbilt_Temp,T2_US_Vanderbilt,2,XRootD,root,root://xrootd-vanderbilt.sites.opensciencegrid.org:1094/,ofs.notify,not_started,,,,,"meloam,ddavila,tuos"
T2_US_Vanderbilt_Test,T2_US_Vanderbilt,2,XRootD,root,root://xrootd-vanderbilt.sites.opensciencegrid.org:1094/,ofs.notify,not_started,,,,,"meloam,ddavila,tuos"
T2_US_Wisconsin,T2_US_Wisconsin,2,XRootD,root,root://cmsxrootd.hep.wisc.edu:1094/,ofs.notify,not_started,,,,,"cvuosalo,dasu,mohapatr,dbradley"
T2_US_Wisconsin_Temp,T2_US_Wisconsin,2,XRootD,root,root://cmsxrootd.hep.wisc.edu:1094/,ofs.notify,not_started,,,,,"cvuosalo,dasu,mohapatr,dbradley"
T2_US_Wisconsin_Test,T2_US_Wisconsin,2,XRootD,root,root://cmsxrootd.hep.wisc.edu:1094/,ofs.notify,not_started,,,,,"cvuosalo,dasu,mohapatr,dbradley"
T3_BG_UNI_SOFIA,T3_BG_UNI_SOFIA,3,XRootD,root,root://se01.grid.uni-sofia.bg:1094/,ofs.notify,not_started,,,,,tivanov
T3_BG_UNI_SOFIA_Test,T3_BG_UNI_SOFIA,3,XRootD,root,root://se01.grid.uni-sofia.bg:1094/,ofs.notify,not_started,,,,,tivanov
T3_CH_CERNBOX,T3_CH_CERNBOX,3,EOS,root,root://eosuser.cern.ch:1094/,ofs.notify,not_started,,,,,"bmaier,dmytro,cerminar,eliza,ppaparri,jhegeman"
T3_CH_CERN_CTA_CastorTest,T3_CH_CERN_CTA_CastorTest,3,unknown,,,unknown,not_started,,,,,
T3_CH_CERN_CTA_RecallTest,T3_CH_CERN_CTA,3,unknown,,,unknown,not_started,,,,,
T3_CH_CERN_CTA_Test,T3_CH_CERN_CTA_Test,3,unknown,,,unknown,not_started,,,,,
T3_CH_CERN_OpenData,T3_CH_CERN_OpenData,3,EOS,root,root://eospublic.cern.ch:1094/,ofs.notify,not_started,,,,,"ogarzonm,kdziedzi,dmielaik,ratnik,liko,cernod,kati"
T3_CH_CERN_OpenData_Stage,T3_CH_CERN_OpenData_Stage,3,EOS,root,root://eospublic.cern.ch:1094/,ofs.notify,not_started,,,,,
T3_CH_PSI,T3_CH_PSI,3,XRootD,root,root://t3se01.psi.ch:1094/,ofs.notify,not_started,,,,,"mcaubet,clange,dfeich,hviessma"
T3_CH_PSI_Temp,T3_CH_PSI,3,XRootD,root,root://t3se01.psi.ch:1094/,ofs.notify,not_started,,,,,"mcaubet,clange,dfeich,hviessma"
T3_CH_PSI_Test,T3_CH_PSI,3,XRootD,root,root://t3se01.psi.ch:1094/,ofs.notify,not_started,,,,,"mcaubet,clange,dfeich,hviessma"
T3_CN_PKU_Test,T3_CN_PKU,3,unknown,davs,davs://hepfarm02.phy.pku.edu.cn:9004/store/test/rucio/,unknown,not_started,,,,,sdeng
T3_CY_UCY,T3_CY_UCY,3,XRootD,root,root://heptaur2.ucy.ac.cy:1094/,ofs.notify,not_started,,,,,"hsaka,lammel,ptohos"
T3_CY_UCY_Temp,T3_CY_UCY,3,XRootD,root,root://heptaur2.ucy.ac.cy:1094/,ofs.notify,not_started,,,,,"hsaka,lammel,ptohos"
T3_DM_MOCK_RSE,T3_DM_MOCK,3,unknown,davs,davs://mock.rse.org/,unknown,not_started,,,,,
T3_DM_MOCK_RSE2,T3_DM_MOCK,3,unknown,,,unknown,not_started,,,,,
T3_FR_IPNL,T3_FR_IPNL,3,EOS,root,root://lyoeos.in2p3.fr:1094/,ofs.notify,not_started,,,,,"gbaulieu,kurca,sperries,dpugnere"
T3_FR_IPNL_Temp,T3_FR_IPNL,3,EOS,root,root://lyoeos.in2p3.fr:1094/,ofs.notify,not_started,,,,,"gbaulieu,kurca,sperries,dpugnere"
T3_HR_IRB,T3_HR_IRB,3,unknown,srm,srm://lorienmaster.irb.hr:8444/STORE/se/cms/,unknown,not_started,,,,,"smorovic,vuko"
T3_IR_IPM,T3_IR_IPM,3,XRootD,root,root://se1.hep.ipm.ir:1094/,ofs.notify,not_started,,,,,"seseyedi,mmosalma"
T3_IT_Bologna_Test,T3_IT_Bologna,3,unknown,davs,davs://ds-t3-01.cr.cnaf.infn.it:8443/cms/store/test/rucio/,unknown,not_started,,,,,"grandi,fanfani"
T3_IT_MIB,T3_IT_MIB,3,StoRM,root,root://storm.mib.infn.it:1094/,deferred,not_started,,,,,dini
T3_IT_MIB_Temp,T3_IT_MIB,3,StoRM,root,root://storm.mib.infn.it:1094/,deferred,not_started,,,,,dini
T3_IT_MIB_Test,T3_IT_MIB,3,StoRM,root,root://storm.mib.infn.it:1094/,deferred,not_started,,,,,dini
T3_IT_Trieste,T3_IT_Trieste,3,XRootD,root,root://cmsxrd.ts.infn.it:1094/,ofs.notify,not_started,,,,,"belforte,dellaric"
T3_IT_Trieste_Temp,T3_IT_Trieste,3,XRootD,root,root://cmsxrd.ts.infn.it:1094/,ofs.notify,not_started,,,,,"belforte,dellaric"
T3_KR_KISTI,T3_KR_KISTI,3,XRootD,root,root://cms-xrdr.sdfarm.kr:1094/,ofs.notify,not_started,,,,,"hejeong,geonmo,sbae"
T3_KR_KISTI_Test,T3_KR_KISTI,3,XRootD,root,root://cms-xrdr.sdfarm.kr:1094/,ofs.notify,not_started,,,,,"hejeong,geonmo,sbae"
T3_KR_KNU,T3_KR_KNU,3,XRootD,root,root://cluster142.knu.ac.kr:1094/,ofs.notify,not_started,,,,,"jihwan,dhhan"
T3_KR_KNU_Temp,T3_KR_KNU,3,XRootD,root,root://cluster142.knu.ac.kr:1094/,ofs.notify,not_started,,,,,"jihwan,dhhan"
T3_KR_KNU_Test,T3_KR_KNU,3,XRootD,root,root://cluster142.knu.ac.kr:1094/,ofs.notify,not_started,,,,,"jihwan,dhhan"
T3_KR_UOS,T3_KR_UOS,3,XRootD,root,root://cms.sscc.uos.ac.kr:1094/,ofs.notify,not_started,,,,,"namsoo,wjang,yojo,sahan,jlee"
T3_KR_UOS_Test,T3_KR_UOS,3,XRootD,root,root://cms.sscc.uos.ac.kr:1094/,ofs.notify,not_started,,,,,"namsoo,wjang,yojo,sahan,jlee"
T3_MX_Cinvestav,T3_MX_Cinvestav,3,XRootD,root,root://proton.fis.cinvestav.mx:1094/,ofs.notify,not_started,,,,,asanchez
T3_MX_Cinvestav_Temp,T3_MX_Cinvestav,3,XRootD,root,root://proton.fis.cinvestav.mx:1094/,ofs.notify,not_started,,,,,asanchez
T3_MX_Cinvestav_Test,T3_MX_Cinvestav,3,XRootD,root,root://proton.fis.cinvestav.mx:1094/,ofs.notify,not_started,,,,,asanchez
T3_TW_NTU_HEP,T3_TW_NTU_HEP,3,unknown,davs,davs://ntugrid9.phys.ntu.edu.tw:443/,unknown,not_started,,,,,"kfjack,yuanchao"
T3_TW_NTU_HEP_Test,T3_TW_NTU_HEP,3,unknown,davs,davs://ntugrid9.phys.ntu.edu.tw:443//store/test/rucio/,unknown,not_started,,,,,"kfjack,yuanchao"
T3_TW_TIDC,T3_TW_TIDC,3,EOS,root,root://tidc-smstor1.grid.sinica.edu.tw:1094/,ofs.notify,not_started,,,,,"hlee,ytchen,chting"
T3_TW_TIDC_Temp,T3_TW_TIDC,3,EOS,root,root://tidc-smstor1.grid.sinica.edu.tw:1094/,ofs.notify,not_started,,,,,"hlee,ytchen,chting"
T3_TW_TIDC_Test,T3_TW_TIDC,3,EOS,root,root://tidc-smstor1.grid.sinica.edu.tw:1094/,ofs.notify,not_started,,,,,"hlee,ytchen,chting"
T3_UK_SGrid_Bristol,T3_UK_SGrid_Bristol,3,XRootD,root,root://xrootd.phy.bris.ac.uk:1094/,ofs.notify,not_started,,,,,"dbauer,kreczko"
T3_UK_SGrid_Bristol_Temp,T3_UK_SGrid_Bristol,3,XRootD,root,root://xrootd.phy.bris.ac.uk:1094/,ofs.notify,not_started,,,,,"dbauer,kreczko"
T3_UK_SGrid_Bristol_Test,T3_UK_SGrid_Bristol,3,XRootD,root,root://xrootd.phy.bris.ac.uk:1094/,ofs.notify,not_started,,,,,"dbauer,kreczko"
T3_US_Baylor,T3_US_Baylor,3,XRootD,root,root://kodiak-se.baylor.edu:1094/,ofs.notify,not_started,,,,,"kencall,hatake,jhutches"
T3_US_Baylor_Test,T3_US_Baylor,3,XRootD,root,root://kodiak-se.baylor.edu:1094/,ofs.notify,not_started,,,,,"kencall,hatake,jhutches"
T3_US_Brown,T3_US_Brown,3,XRootD,root,root://bruxmg.hep.brown.edu:1094/,ofs.notify,not_started,,,,,"gavila,nwood,dajohnso"
T3_US_CMU,T3_US_CMU,3,XRootD,root,root://cmsdata.phys.cmu.edu:1094/,ofs.notify,not_started,,,,,"acrobert,tmudholk"
T3_US_CMU_Temp,T3_US_CMU,3,XRootD,root,root://cmsdata.phys.cmu.edu:1094/,ofs.notify,not_started,,,,,"acrobert,tmudholk"
T3_US_CMU_Test,T3_US_CMU,3,XRootD,root,root://cmsdata.phys.cmu.edu:1094/,ofs.notify,not_started,,,,,"acrobert,tmudholk"
T3_US_Colorado,T3_US_Colorado,3,XRootD,root,root://hepxrd01-colorado.sites.opensciencegrid.org:1094/,ofs.notify,not_started,,,,,"fjensen,abhassan,johnsond"
T3_US_Colorado_Test,T3_US_Colorado,3,XRootD,root,root://hepxrd01-colorado.sites.opensciencegrid.org:1094/,ofs.notify,not_started,,,,,"fjensen,abhassan,johnsond"
T3_US_FNALLPC,T3_US_FNALLPC,3,EOS,root,root://cmseos.fnal.gov:1094/,ofs.notify,not_started,,,,,"rharris,dmason,belt,huangch,holzman"
T3_US_FNALLPC_Temp,T3_US_FNALLPC,3,EOS,root,root://cmseos.fnal.gov:1094/,ofs.notify,not_started,,,,,"rharris,dmason,belt,huangch,holzman"
T3_US_FNALLPC_Test,T3_US_FNALLPC,3,EOS,root,root://cmseos.fnal.gov:1094/,ofs.notify,not_started,,,,,"rharris,dmason,belt,huangch,holzman"
T3_US_MIT,T3_US_MIT,3,XRootD,root,root://submit55.mit.edu:1094/,ofs.notify,not_started,,,,,"maxi,bmaier,wangz,dmytro,ceballos,mipeters"
T3_US_MIT_Test,T3_US_MIT,3,XRootD,root,root://submit55.mit.edu:1094/,ofs.notify,not_started,,,,,"maxi,bmaier,wangz,dmytro,ceballos,mipeters"
T3_US_NERSC,T3_US_NERSC,3,unknown,,,unknown,not_started,,,,,jbalcas
T3_US_NotreDame,T3_US_NotreDame,3,XRootD,root,root://skynet013.crc.nd.edu:1094/,ofs.notify,not_started,,,,,ijohnson
T3_US_NotreDame_Temp,T3_US_NotreDame,3,XRootD,root,root://skynet013.crc.nd.edu:1094/,ofs.notify,not_started,,,,,ijohnson
T3_US_NotreDame_Test,T3_US_NotreDame,3,XRootD,root,root://skynet013.crc.nd.edu:1094/,ofs.notify,not_started,,,,,ijohnson
T3_US_OSU,T3_US_OSU,3,unknown,,,unknown,not_started,,,,,bfrancis
T3_US_Princeton_ICSE,T3_US_Princeton_ICSE,3,unknown,davs,davs://cmssw3.princeton.edu:8443/tigress/phedex/,unknown,not_started,,,,,tully
T3_US_PuertoRico,T3_US_PuertoRico,3,XRootD,root,root://cms-se.hep.uprm.edu:1094/,ofs.notify,not_started,,,,,jramirez
T3_US_PuertoRico_Temp,T3_US_PuertoRico,3,XRootD,root,root://cms-se.hep.uprm.edu:1094/,ofs.notify,not_started,,,,,jramirez
T3_US_PuertoRico_Test,T3_US_PuertoRico,3,XRootD,root,root://cms-se.hep.uprm.edu:1094/,ofs.notify,not_started,,,,,jramirez
T3_US_Rice,T3_US_Rice,3,XRootD,root,root://bonner04.rice.edu:1094/,ofs.notify,not_started,,,,,jrorie
T3_US_Rutgers,T3_US_Rutgers,3,XRootD,root,root://ruhex-osgce.rutgers.edu:1094/,ofs.notify,not_started,,,,,"jreicher,doroshen"
T3_US_Rutgers_Test,T3_US_Rutgers,3,XRootD,root,root://ruhex-osgce.rutgers.edu:1094/,ofs.notify,not_started,,,,,"jreicher,doroshen"
T3_US_UMD,T3_US_UMD,3,XRootD,root,root://hepcms-se2.umd.edu:1094/,ofs.notify,not_started,,,,,"bilki,sjabeen"
T3_US_UMD_Temp,T3_US_UMD,3,XRootD,root,root://hepcms-se2.umd.edu:1094/,ofs.notify,not_started,,,,,"bilki,sjabeen"
T3_US_UMD_Test,T3_US_UMD,3,XRootD,root,root://hepcms-se2.umd.edu:1094/,ofs.notify,not_started,,,,,"bilki,sjabeen"
T3_US_UMiss,T3_US_UMiss,3,XRootD,root,root://umiss005.hep.olemiss.edu:1094/,ofs.notify,not_started,,,,,"dsanders,sjabeen"
T3_US_UMiss_Test,T3_US_UMiss,3,XRootD,root,root://umiss005.hep.olemiss.edu:1094/,ofs.notify,not_started,,,,,"dsanders,sjabeen"
